run_id,total_called,total_planted,tp_called,tp_planted,precision,recall,f1,id_ctrl,id_treat,genome,acc_key,gc_key,fragment_length,read_length,nb_k,aligner,peakcaller,macs2_mode,tf_exp,seed,tf_seed,map_seed,gc_exp,acc_exp,map_coverage_pct,map_sigma,map_enrich,map_exp,use_control,coverage_ctrl,coverage_treat,tf_peak_count_ctrl,tf_peak_count_treat,tf_sigma,tf_enrich
0082,26,30,24,25,0.9230769230769231,0.8333333333333334,0.8759124087591241,0082_con,0082_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,0.5,20,0,5,20,2500
0083,19,30,17,18,0.8947368421052632,0.6,0.7183098591549296,0083_con,0083_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,1.0,20,0,5,20,1000
0084,31,30,29,30,0.9354838709677419,1.0,0.9666666666666666,0084_con,0084_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,1.0,20,0,5,20,2500
0085,26,30,24,25,0.9230769230769231,0.8333333333333334,0.8759124087591241,0085_con,0085_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,2.0,20,0,5,20,1000
0086,31,30,29,30,0.9354838709677419,1.0,0.9666666666666666,0086_con,0086_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,2.0,20,0,5,20,2500
0087,41,30,29,30,0.7073170731707317,1.0,0.8285714285714285,0087_con,0087_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,4.0,20,0,5,20,1000
0088,39,30,29,30,0.7435897435897436,1.0,0.8529411764705882,0088_con,0088_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,4.0,20,0,5,20,2500
0089,114,30,29,30,0.2543859649122807,1.0,0.40559440559440557,0089_con,0089_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,8.0,20,0,5,20,1000
0090,112,30,29,30,0.25892857142857145,1.0,0.4113475177304965,0090_con,0090_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,8.0,20,0,5,20,2500
0091,147,30,29,30,0.19727891156462585,1.0,0.32954545454545453,0091_con,0091_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,12.0,20,0,5,20,1000
0092,128,30,29,30,0.2265625,1.0,0.36942675159235666,0092_con,0092_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,12.0,20,0,5,20,2500
0093,147,30,29,30,0.19727891156462585,1.0,0.32954545454545453,0093_con,0093_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,16.0,20,0,5,20,1000
0094,128,30,29,30,0.2265625,1.0,0.36942675159235666,0094_con,0094_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,16.0,20,0,5,20,2500
0095,147,30,29,30,0.19727891156462585,1.0,0.32954545454545453,0095_con,0095_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,24.0,20,0,5,20,1000
0096,128,30,29,30,0.2265625,1.0,0.36942675159235666,0096_con,0096_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,24.0,20,0,5,20,2500
0097,1,30,1,1,1.0,0.03333333333333333,0.06451612903225806,0097_con,0097_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,37,37,37,0.6,0.5,0,1.5,10,1.0,True,0.5,5,0,5,20,1000
0098,26,30,23,25,0.8846153846153846,0.8333333333333334,0.8582089552238806,0098_con,0098_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,37,37,37,0.6,0.5,0,1.5,10,1.0,True,0.5,5,0,5,20,2500
0099,12,30,12,13,1.0,0.43333333333333335,0.6046511627906976,0099_con,0099_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,37,37,37,0.6,0.5,0,1.5,10,1.0,True,1.0,5,0,5,20,1000
